,RoundIndex,VoterID,Util1,Util2,Util3,NumVotes,NumberOfCandidates,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref1_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
2836,3471,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,333,338,335,0,2,27,1,3,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2837,3472,A16F0CWJ0ZAR0B,20,16,0,1007,3,1,3,2,329,347,330,0,1,18,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2838,3473,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,274,368,364,0,3,28,1,2,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2839,3474,A34F18X6OSPV00,20,10,0,1007,3,1,2,3,318,353,335,10,1,29,1,1,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
2840,3475,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,275,366,365,0,1,30,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2841,3476,A34F18X6OSPV00,20,10,0,1007,3,1,2,3,325,341,340,10,1,31,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
2842,3477,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,325,341,340,0,1,32,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2843,3479,iKKLPUV6fWVkgJm,20,10,0,1007,3,2,3,1,280,415,311,20,2,2,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2844,3480,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,2,1,215,565,226,10,2,3,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2845,3481,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,1,2,325,341,340,10,3,4,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2846,3482,A22QD6M0A2C77C,20,4,0,1007,3,3,1,2,333,338,335,0,3,8,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2847,3483,iKKLPUV6fWVkgJm,20,10,0,1007,3,1,2,3,313,365,328,10,2,5,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
2848,3484,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,2,1,313,365,328,10,2,6,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2849,3485,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,1,2,333,338,335,0,2,7,1,3,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2850,3486,iKKLPUV6fWVkgJm,20,10,0,1007,3,1,2,3,290,409,307,10,2,8,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2851,3487,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,2,1,318,353,335,10,2,9,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2852,3488,iKKLPUV6fWVkgJm,20,10,0,1006,3,1,3,2,334,336,335,0,2,10,1,3,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2853,3489,iKKLPUV6fWVkgJm,20,10,0,1007,3,2,3,1,301,371,334,20,2,11,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2854,3490,iKKLPUV6fWVkgJm,20,10,0,1007,3,1,3,2,333,338,335,0,2,12,1,3,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2855,3491,A1EOBT1HEM960W,20,10,0,1006,3,1,3,2,334,336,335,0,1,27,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2856,3492,iKKLPUV6fWVkgJm,20,10,0,1007,3,1,3,2,323,343,340,0,2,13,1,3,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2857,3493,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,1,2,274,368,364,0,1,14,1,2,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2858,3494,iKKLPUV6fWVkgJm,20,10,0,1006,3,3,1,2,334,336,335,10,3,15,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2859,3495,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,1,2,275,366,365,0,2,16,1,3,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2860,3496,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,1,2,329,347,330,0,2,17,1,3,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2861,3498,APGX2WZ59OWDN,20,10,2,1007,3,3,2,1,318,353,335,10,3,7,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2862,3499,A35Z8PORFPTQU6,20,16,0,1007,3,3,1,2,318,353,335,0,3,11,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2863,3500,iKKLPUV6fWVkgJm,20,10,0,1007,3,3,1,2,269,378,359,0,2,19,1,3,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2864,3502,A2CK3MBBF9WKTX,20,10,0,1006,3,3,1,2,334,336,335,10,3,2,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2865,3503,A2CK3MBBF9WKTX,20,10,0,1007,3,3,1,2,325,341,340,10,3,3,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2866,3504,A2CK3MBBF9WKTX,20,10,0,1007,3,3,2,1,215,565,226,10,3,4,1,1,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2867,3505,A2CK3MBBF9WKTX,20,10,0,1007,3,3,1,2,269,378,359,0,3,5,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2868,3506,A2CK3MBBF9WKTX,20,10,0,1007,3,1,3,2,318,353,335,0,1,6,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2869,3507,A1REBBLJU3AZV0,20,10,2,1007,3,1,2,3,215,565,226,10,2,26,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
2870,3508,A2CK3MBBF9WKTX,20,10,0,1007,3,3,1,2,329,347,330,0,3,7,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2871,3509,A2CK3MBBF9WKTX,20,10,0,1007,3,2,1,3,313,365,328,20,2,8,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2872,3510,A2CK3MBBF9WKTX,20,10,0,1007,3,3,1,2,274,368,364,0,3,9,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2873,3511,A2CK3MBBF9WKTX,20,10,0,1007,3,1,3,2,329,347,330,0,1,10,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2874,3512,A2CK3MBBF9WKTX,20,10,0,1007,3,1,3,2,275,366,365,0,1,11,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2875,3513,A2CK3MBBF9WKTX,20,10,0,1007,3,1,3,2,333,338,335,0,1,12,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2876,3514,A2CK3MBBF9WKTX,20,10,0,1007,3,1,2,3,290,409,307,10,1,13,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2877,3515,AISNLDPD2DFEG,20,10,0,1006,3,1,3,2,334,336,335,5,3,27,1,2,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2878,3516,A2CK3MBBF9WKTX,20,10,0,1007,3,3,2,1,325,341,340,15,3,14,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2879,3517,A2CK3MBBF9WKTX,20,10,0,1007,3,1,2,3,325,341,340,10,1,15,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
2880,3518,A2CK3MBBF9WKTX,20,10,0,1007,3,2,3,1,301,371,334,20,2,16,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2881,3519,A2CK3MBBF9WKTX,20,10,0,1007,3,1,3,2,269,378,359,0,1,17,1,1,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2882,3520,A2CK3MBBF9WKTX,20,10,0,1007,3,2,3,1,280,415,311,20,2,18,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2883,3521,A2CK3MBBF9WKTX,20,10,0,1007,3,3,2,1,313,365,328,10,3,19,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2884,3522,A2CK3MBBF9WKTX,20,10,0,1006,3,1,3,2,334,336,335,0,1,20,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2885,3524,A16F0CWJ0ZAR0B,20,16,0,1007,3,3,1,2,318,353,335,0,3,19,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2886,3525,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,333,338,335,0,1,2,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2887,3526,A34IZ25UGK205K,20,10,0,1006,3,1,3,2,334,336,335,0,1,3,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2888,3527,A34IZ25UGK205K,20,10,0,1007,3,3,2,1,318,353,335,10,3,4,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2889,3528,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,275,366,365,0,1,5,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2890,3529,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,325,341,340,0,1,6,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2891,3530,A34IZ25UGK205K,20,10,0,1007,3,1,2,3,290,409,307,10,2,7,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2892,3531,A34IZ25UGK205K,20,10,0,1007,3,3,2,1,325,341,340,15,3,8,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2893,3532,A34IZ25UGK205K,20,10,0,1007,3,1,2,3,318,353,335,10,1,9,1,1,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
2894,3533,A34IZ25UGK205K,20,10,0,1007,3,1,2,3,215,565,226,10,2,10,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
2895,3534,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,329,347,330,0,2,11,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2896,3535,AISNLDPD2DFEG,20,10,0,1006,3,3,1,2,334,336,335,0,1,28,1,2,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2897,3536,A34IZ25UGK205K,20,10,0,1007,3,3,2,1,313,365,328,10,2,12,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2898,3537,A34IZ25UGK205K,20,10,0,1007,3,2,1,3,290,409,307,20,2,13,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2899,3538,A34IZ25UGK205K,20,10,0,1007,3,2,1,3,313,365,328,20,2,14,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2900,3539,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,323,343,340,0,1,15,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2901,3540,A34IZ25UGK205K,20,10,0,1007,3,3,1,2,329,347,330,0,3,16,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2902,3541,A34IZ25UGK205K,20,10,0,1007,3,3,2,1,215,565,226,10,2,17,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2903,3542,A34IZ25UGK205K,20,10,0,1007,3,3,1,2,325,341,340,10,3,18,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2904,3543,A34IZ25UGK205K,20,10,0,1007,3,3,1,2,275,366,365,10,3,19,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2905,3544,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,318,353,335,0,2,20,1,3,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2906,3545,A22QD6M0A2C77C,20,4,0,1007,3,2,3,1,301,371,334,20,2,9,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2907,3546,A34IZ25UGK205K,20,10,0,1007,3,3,2,1,290,409,307,10,2,21,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2908,3547,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,269,378,359,0,2,22,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2909,3548,A34IZ25UGK205K,20,10,0,1007,3,2,3,1,301,371,334,20,2,23,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2910,3549,A34IZ25UGK205K,20,10,0,1007,3,1,2,3,325,341,340,10,2,24,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
2911,3550,A34IZ25UGK205K,20,10,0,1006,3,3,1,2,334,336,335,10,3,25,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2912,3551,A34IZ25UGK205K,20,10,0,1007,3,3,1,2,318,353,335,0,3,26,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2913,3552,A34IZ25UGK205K,20,10,0,1007,3,1,3,2,274,368,364,0,2,27,1,3,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2914,3553,A34IZ25UGK205K,20,10,0,1007,3,2,3,1,280,415,311,20,2,28,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2915,3554,A34IZ25UGK205K,20,10,0,1007,3,1,2,3,313,365,328,10,2,29,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
2916,3555,A34IZ25UGK205K,20,10,0,1007,3,3,1,2,274,368,364,0,2,30,1,3,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2917,3556,AISNLDPD2DFEG,20,10,0,1007,3,3,1,2,333,338,335,0,1,29,1,2,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2918,3557,A34IZ25UGK205K,20,10,0,1007,3,3,1,2,323,343,340,0,2,31,1,3,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2919,3558,A34IZ25UGK205K,20,10,0,1007,3,3,1,2,333,338,335,0,3,32,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2920,3561,A8HSPSD88CUTS,20,10,0,1007,3,3,2,1,215,565,226,10,2,2,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2921,3562,A2KMSW4Y4WZCIF,20,10,0,1007,3,3,1,2,323,343,340,0,3,2,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2922,3563,A8HSPSD88CUTS,20,10,0,1007,3,1,3,2,329,347,330,0,2,3,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2923,3564,A2KMSW4Y4WZCIF,20,10,0,1007,3,1,3,2,275,366,365,5,3,3,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2924,3565,A8HSPSD88CUTS,20,10,0,1007,3,1,2,3,318,353,335,10,2,4,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
2925,3566,A16F0CWJ0ZAR0B,20,16,0,1007,3,3,1,2,275,366,365,10,3,20,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2926,3567,A8HSPSD88CUTS,20,10,0,1007,3,3,2,1,313,365,328,10,2,5,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2927,3568,A2KMSW4Y4WZCIF,20,10,0,1007,3,1,3,2,318,353,335,0,3,4,1,2,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
